City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Wanning,CN,18.8003,110.3967,77.54,76,35,7.85,scattered clouds
347,Borogontsy,RU,62.6683,131.1683,-34.08,95,100,2.33,overcast clouds
348,Vanavara,RU,60.34,102.2797,-13.49,100,100,1.97,overcast clouds
349,Tubuala,PA,9.5167,-79.0333,78.66,86,52,14.85,light rain
350,Gurupi,BR,-11.7292,-49.0686,72.75,89,71,1.81,broken clouds
351,Aberdeen,GB,57.1437,-2.0981,42.66,94,95,6.91,overcast clouds
352,Coahuayana,MX,18.7333,-103.6833,70.68,92,56,3.2,broken clouds
353,Vila,PT,42.0304,-8.1588,40.08,58,0,5.91,clear sky
354,Santa Lucia,ES,27.9117,-15.5407,51.12,72,75,11.5,broken clouds
355,Inta,RU,66.0317,60.1659,-8.86,99,84,8.14,broken clouds
356,Valdivia,CL,-39.8142,-73.2459,59.09,60,0,2.73,clear sky
357,Vestmanna,FO,62.1564,-7.1664,41.92,61,75,14.97,broken clouds
358,Bandar-E Lengeh,IR,26.5579,54.8807,62.71,88,8,6.91,mist
359,Maceio,BR,-9.6658,-35.7353,72.84,100,20,3.44,few clouds
360,Kavaratti,IN,10.5669,72.642,80.35,73,100,12.88,overcast clouds
361,Porto Torres,IT,40.835,8.3972,42.98,84,100,15.68,overcast clouds
362,Menongue,AO,-14.6585,17.691,63.32,93,100,6.17,overcast clouds
363,Yumen,CN,40.2833,97.2,30.27,42,44,16.06,scattered clouds
364,Roma,US,43.2128,-75.4557,24.96,84,0,3.44,clear sky
365,Sabang,ID,5.8933,95.3214,80.87,74,50,8.28,scattered clouds
366,Leh,IN,34.1667,77.5833,2.16,83,92,1.72,overcast clouds
367,Brownsville,US,25.9018,-97.4975,71.6,86,100,19.57,overcast clouds
368,Port Blair,IN,11.6667,92.75,82.44,78,75,9.22,mist
369,Mozaceni,RO,44.5667,25.1667,24.31,80,10,5.79,clear sky
370,Revda,RU,56.801,59.9303,9.07,98,100,2.37,overcast clouds
371,Puerto Madryn,AR,-42.7692,-65.0385,71.6,58,89,18.61,overcast clouds
372,Gushikawa,JP,26.3544,127.8686,71.19,79,40,12.66,scattered clouds
373,Viedma,AR,-40.8135,-62.9967,67.1,57,3,15.77,clear sky
374,Bonavista,CA,48.6499,-53.1147,24.3,92,100,18.34,light snow
375,Hukuntsi,BW,-24.0,21.75,73.04,64,97,1.43,overcast clouds
376,Takoradi,GH,4.8845,-1.7554,77.99,88,35,5.44,scattered clouds
377,High Level,CA,58.5169,-117.136,10.51,79,100,2.3,light snow
378,Pskov,RU,57.8136,28.3496,28.31,93,100,2.24,overcast clouds
379,Rafai,CF,4.95,23.9167,66.94,31,5,1.72,clear sky
380,Alva,GB,56.1528,-3.8051,46.26,88,100,1.99,overcast clouds
381,Chalmette,US,29.9427,-89.9634,63.0,81,75,10.36,broken clouds
382,Sheboygan,US,43.7333,-87.9334,37.98,79,20,17.27,few clouds
383,Smithers,CA,54.7804,-127.1743,30.52,93,40,0.0,scattered clouds
384,Ponta Delgada,PT,37.7333,-25.6667,56.12,94,75,23.02,light intensity shower rain
385,Orlik,RU,52.5178,99.825,-8.45,92,61,1.59,broken clouds
386,Imeni Poliny Osipenko,RU,52.4201,136.4853,-5.13,89,100,3.15,overcast clouds
387,Erdenet,MN,49.0333,104.0833,3.7,89,18,3.65,few clouds
388,Gat,IL,31.61,34.7642,50.68,100,100,23.96,light rain
389,Colborne,CA,44.0001,-77.8828,26.26,89,30,8.23,scattered clouds
390,Kampong Thum,KH,12.7111,104.8887,87.6,51,26,8.34,scattered clouds
391,Varhaug,NO,58.6147,5.6457,42.89,91,91,11.16,overcast clouds
392,Karratha,AU,-20.7377,116.8463,94.42,40,7,8.12,clear sky
393,Shimoda,JP,34.6667,138.95,55.76,53,56,10.94,broken clouds
394,Zhigansk,RU,66.7697,123.3711,-47.76,97,72,2.19,broken clouds
395,Salta,AR,-24.7859,-65.4117,68.59,84,0,4.61,clear sky
396,Port-Cartier,CA,50.0334,-66.8654,6.48,92,8,7.99,clear sky
397,Harbour Breton,CA,47.4833,-55.7983,25.34,85,100,15.82,overcast clouds
398,Kandrian,PG,-6.2167,149.55,80.46,87,100,5.08,light rain
399,Bang Saphan,TH,11.2126,99.5117,84.92,58,67,4.63,broken clouds
400,Villeneuve-Sur-Lot,FR,44.5,0.6667,26.65,87,1,6.29,clear sky
401,Kobryn,BY,52.2138,24.3564,29.5,94,100,8.72,overcast clouds
402,Matsuura,JP,33.3271,129.721,48.88,90,100,10.49,overcast clouds
403,Pangody,RU,65.85,74.4859,-18.13,100,97,5.32,overcast clouds
404,Wahpeton,US,46.2652,-96.6059,33.82,86,100,16.11,overcast clouds
405,Yamada,JP,39.4667,141.95,43.52,62,36,3.87,scattered clouds
406,Kieta,PG,-6.2167,155.6333,83.12,73,100,6.64,light rain
407,Pacifica,US,37.6138,-122.4869,53.82,76,75,11.5,broken clouds
408,Lavrentiya,RU,65.5833,-171.0,-15.34,89,74,7.18,broken clouds
409,Manadhoo,MV,5.7667,73.3833,80.6,74,85,11.77,overcast clouds
410,Rawson,AR,-43.3002,-65.1023,69.44,60,98,11.16,overcast clouds
411,Novyy Svit,UA,47.8059,38.0211,19.22,74,88,15.21,overcast clouds
412,Maryville,US,35.7565,-83.9705,48.09,62,75,1.99,broken clouds
413,Dargaville,NZ,-35.9333,173.8833,71.98,61,43,9.15,scattered clouds
414,Perbaungan,ID,3.5679,98.956,82.51,80,92,4.29,overcast clouds
415,Manokwari,ID,-0.8667,134.0833,80.69,84,90,11.34,overcast clouds
416,Meulaboh,ID,4.1363,96.1285,80.71,74,59,3.69,broken clouds
417,Biak,ID,-0.9131,122.8766,84.52,63,96,1.32,overcast clouds
418,Nanortalik,GL,60.1432,-45.2371,4.69,85,100,11.14,light snow
419,Bengkulu,ID,-3.8004,102.2655,81.95,67,89,7.67,overcast clouds
420,Los Gatos,US,37.2266,-121.9747,52.88,70,20,9.22,few clouds
421,Igarka,RU,67.4667,86.5833,-4.56,99,100,7.38,overcast clouds
422,Conselheiro Pena,BR,-19.1722,-41.4722,76.42,79,100,3.8,overcast clouds
423,Araripina,BR,-7.5761,-40.4983,71.49,74,97,3.56,overcast clouds
424,Nizhnevartovsk,RU,60.9344,76.5531,1.42,92,100,2.24,overcast clouds
425,Sioux Lookout,CA,50.1001,-91.917,30.27,93,100,11.5,snow
426,Mvuma,ZW,-19.2792,30.5283,59.59,67,5,5.41,clear sky
427,Garowe,SO,8.4054,48.4845,64.18,92,86,7.61,overcast clouds
428,Ostrovnoy,RU,68.0531,39.5131,26.06,83,100,32.14,overcast clouds
429,Punta Alta,AR,-38.8759,-62.0736,71.55,53,91,20.47,overcast clouds
430,Ha Giang,VN,22.8333,104.9833,70.59,95,99,3.42,overcast clouds
431,Yaransk,RU,57.3033,47.8861,-11.63,100,100,3.69,overcast clouds
432,Camana,PE,-16.6228,-72.7111,75.79,85,95,7.65,overcast clouds
433,Eltham,NZ,-39.4292,174.3,72.68,52,15,10.2,few clouds
434,Yerofey Pavlovich,RU,53.9667,121.9667,-2.94,79,22,2.39,few clouds
435,Mtambile,TZ,-5.3833,39.7,78.87,78,100,11.56,overcast clouds
436,Staroaleyskoye,RU,51.0061,82.0,20.3,95,100,4.56,light snow
437,Banda Aceh,ID,5.5577,95.3222,81.54,74,93,3.29,overcast clouds
438,Tucuman,AR,-26.8241,-65.2226,73.4,78,0,8.05,clear sky
439,Atar,MR,20.5169,-13.0499,58.64,30,0,10.16,clear sky
440,Tomatlan,MX,19.9333,-105.25,65.5,86,34,1.01,scattered clouds
441,Cockburn Town,TC,21.4612,-71.1419,78.15,76,3,16.44,clear sky
442,Payakumbuh,ID,-0.2202,100.6308,82.29,54,97,2.15,overcast clouds
443,Praia Da Vitoria,PT,38.7333,-27.0667,55.65,82,75,23.35,broken clouds
444,Kalanchak,UA,46.2562,33.2907,24.91,73,28,16.42,scattered clouds
445,Bridlington,GB,54.0831,-0.1919,37.53,83,100,9.69,overcast clouds
446,Luganville,VU,-15.5333,167.1667,79.41,83,100,2.42,moderate rain
447,Pangnirtung,CA,66.1451,-65.7125,-34.78,92,83,4.88,broken clouds
448,Baykit,RU,61.67,96.37,-14.55,100,94,1.48,overcast clouds
449,Husavik,IS,66.0449,-17.3389,29.16,59,40,20.2,scattered clouds
450,Zihuatanejo,MX,17.6333,-101.55,78.89,65,0,0.0,clear sky
451,Comodoro Rivadavia,AR,-45.8667,-67.5,62.46,45,0,2.3,clear sky
452,Yarovoye,RU,52.9273,78.58,-10.12,100,82,4.56,broken clouds
453,Eyrarbakki,IS,63.863,-21.1481,30.25,87,95,32.68,snow
454,Athabasca,CA,54.7169,-113.2854,36.01,80,98,11.34,overcast clouds
455,Haines Junction,CA,60.7522,-137.5108,24.75,63,100,4.61,overcast clouds
456,Verkhnevilyuysk,RU,63.4453,120.3167,-30.1,97,98,0.47,overcast clouds
457,Havoysund,NO,70.9963,24.6622,44.83,93,100,43.31,light rain
458,Cape Canaveral,US,28.4058,-80.6048,66.99,81,0,9.22,clear sky
459,Villazon,BO,-22.0866,-65.5942,49.46,71,100,8.75,overcast clouds
460,Sahuaripa,MX,29.05,-109.2333,58.35,28,69,3.94,broken clouds
461,Port-Gentil,GA,-0.7193,8.7815,80.37,80,43,9.53,scattered clouds
462,Padang,ID,-0.9492,100.3543,86.05,63,54,3.65,broken clouds
463,Santiago Del Estero,AR,-27.7951,-64.2615,80.6,34,0,5.5,clear sky
464,Porto Novo,BJ,6.4965,2.6036,78.75,88,100,5.75,overcast clouds
465,Nyurba,RU,63.2842,118.3319,-32.91,98,98,0.22,overcast clouds
466,Nipawin,CA,53.3668,-104.0009,10.44,78,0,3.44,clear sky
467,Miandrivazo,MG,-19.5167,45.4667,75.07,92,100,4.36,light rain
468,Xiamen,CN,24.4798,118.0819,62.65,88,75,4.47,broken clouds
469,Nioro,GM,13.35,-15.75,69.17,28,0,9.75,clear sky
470,Los Llanos De Aridane,ES,28.6585,-17.9182,56.95,72,40,13.8,scattered clouds
471,Nemencine,LT,54.85,25.4833,30.72,87,100,8.68,overcast clouds
472,Cruzeiro,BR,-22.5761,-44.9628,69.22,97,100,1.86,overcast clouds
473,Mackay,AU,-21.15,149.2,82.62,82,38,18.25,scattered clouds
474,Pareora,NZ,-44.4871,171.2132,84.18,13,3,13.33,clear sky
475,Kaeo,NZ,-35.1,173.7833,78.33,75,26,5.73,scattered clouds
476,Vila Franca Do Campo,PT,37.7167,-25.4333,55.81,90,99,14.9,overcast clouds
477,Bardiyah,LY,31.7561,25.0865,49.95,73,61,12.06,light rain
478,Tiznit,MA,29.5833,-9.5,46.63,77,6,1.21,clear sky
479,Nzega,RW,-2.479,29.5564,53.74,82,100,4.74,overcast clouds
480,Todos Santos,MX,23.45,-110.2167,64.31,88,10,6.85,clear sky
481,Honiara,SB,-9.4333,159.95,85.1,69,93,8.57,overcast clouds
482,Maruim,BR,-10.7375,-37.0817,80.56,84,100,5.73,overcast clouds
483,San Rafael,AR,-34.6177,-68.3301,79.11,24,0,5.06,clear sky
484,Marataizes,BR,-21.0433,-40.8244,74.23,93,100,6.17,overcast clouds
485,Takaka,NZ,-40.85,172.8,73.56,40,2,3.38,clear sky
486,Tazmalt,DZ,36.3868,4.3989,48.63,70,99,2.21,overcast clouds
487,Hambantota,LK,6.1241,81.1185,80.94,94,20,5.75,few clouds
488,Yushala,RU,57.0761,64.2601,11.97,95,100,5.32,overcast clouds
489,Hun,LY,29.1268,15.9477,45.91,63,58,8.14,broken clouds
490,Turayf,SA,31.6725,38.6637,41.25,60,75,16.11,broken clouds
491,Rodrigues Alves,BR,-7.738,-72.6509,69.84,98,94,0.67,overcast clouds
492,Magistralnyy,RU,56.1725,107.4458,10.15,84,100,2.82,overcast clouds
493,Qaqortoq,GL,60.7167,-46.0333,-13.65,69,29,9.19,scattered clouds
494,Shahrud,IR,36.4182,54.9763,36.3,45,5,4.43,clear sky
495,Killybegs,IE,54.6333,-8.45,45.3,92,100,10.2,overcast clouds
496,Bayangol,RU,50.6977,103.4656,3.61,86,28,1.97,scattered clouds
497,Basse-Pointe,MQ,14.8695,-61.115,75.85,64,98,17.94,overcast clouds
498,Galeana,MX,24.8333,-100.0667,55.94,36,2,4.03,clear sky
499,Oistins,BB,13.0667,-59.5333,78.89,73,40,18.41,scattered clouds
500,Bintulu,MY,3.1667,113.0333,81.01,78,20,4.61,few clouds
501,Hofn,IS,64.2539,-15.2082,37.02,52,46,30.87,scattered clouds
502,Sao Filipe,CV,14.8961,-24.4956,67.77,65,29,17.36,scattered clouds
503,Buritizeiro,BR,-17.3511,-44.9622,71.04,83,87,2.01,overcast clouds
504,Nagato,JP,34.3833,131.2,48.6,79,100,6.44,overcast clouds
505,Tiarei,PF,-17.5333,-149.3333,84.22,77,30,14.65,scattered clouds
506,Aksarka,RU,66.5606,67.7975,-17.39,100,69,5.53,broken clouds
507,Rio De Oro,CO,8.2919,-73.3849,65.26,79,51,5.95,broken clouds
508,Tecoanapa,MX,16.5167,-98.75,77.09,75,1,5.14,clear sky
509,Morgan City,US,29.6994,-91.2068,61.0,82,0,3.44,haze
510,Vedea,RO,43.7833,25.7833,26.2,66,32,4.18,scattered clouds
511,Mount Isa,AU,-20.7333,139.5,85.77,62,85,12.66,overcast clouds
512,Khudumelapye,BW,-23.8833,24.75,73.13,57,59,5.26,broken clouds
513,Alenquer,BR,-1.9417,-54.7383,73.42,95,53,3.2,broken clouds
514,Vandra,EE,58.6481,25.0361,24.46,97,100,2.64,overcast clouds
515,Filingue,NE,14.3521,3.3168,75.96,15,100,12.35,overcast clouds
516,Sosnovskoye,RU,55.8052,43.167,-1.89,100,100,1.99,overcast clouds
517,Ostersund,SE,63.1792,14.6357,36.05,69,100,13.8,overcast clouds
518,Tazovskiy,RU,67.4667,78.7,-19.75,100,100,4.65,overcast clouds
519,Nabire,ID,-3.3667,135.4833,79.12,78,100,0.98,overcast clouds
520,Hervey Bay,AU,-25.2986,152.8535,80.47,58,30,20.56,scattered clouds
521,Hagerstown,US,39.6418,-77.72,36.48,80,0,1.01,clear sky
522,Ouesso,CG,1.6136,16.0517,74.21,57,73,1.92,broken clouds
523,Sukhobezvodnoye,RU,57.0491,44.8891,-2.09,100,100,2.3,overcast clouds
524,Correntina,BR,-13.3433,-44.6367,70.05,77,2,1.39,clear sky
525,Sri Aman,MY,1.2376,111.4621,82.45,78,20,0.0,few clouds
526,Nago,JP,26.5881,127.9761,72.03,79,43,13.91,scattered clouds
527,Aykhal,RU,66.0,111.5,-27.11,97,99,3.27,overcast clouds
528,Coruripe,BR,-10.1256,-36.1756,76.96,77,89,9.26,overcast clouds
529,Berlevag,NO,70.8578,29.0864,39.2,75,100,27.63,overcast clouds
530,Cumana,VE,10.4635,-64.1775,75.04,87,100,12.17,overcast clouds
531,Henties Bay,NA,-22.116,14.2845,64.18,90,82,4.03,broken clouds
532,Paka,MY,4.6374,103.4368,82.33,78,20,3.44,few clouds
533,Kalmunai,LK,7.4167,81.8167,79.34,80,37,6.22,scattered clouds
534,Christchurch,NZ,-43.5333,172.6333,85.32,37,0,8.05,clear sky
535,Maputo,MZ,-25.9653,32.5892,71.58,95,57,8.1,light rain
536,Lafiagi,NG,8.8667,5.4167,80.38,33,88,2.19,overcast clouds
537,Kuching,MY,1.55,110.3333,85.24,78,40,3.44,scattered clouds
538,Port Lavaca,US,28.615,-96.6261,66.31,91,89,13.51,overcast clouds
539,Almunecar,ES,36.7339,-3.6907,55.69,69,95,10.31,overcast clouds
540,San Juan Bautista,PE,-14.0108,-75.7358,73.85,70,12,2.84,few clouds
541,Chavakkad,IN,10.5333,76.05,76.87,68,2,5.39,light rain
542,Pitimbu,BR,-7.4706,-34.8086,73.99,64,81,9.98,broken clouds
543,Moi,NO,58.4567,6.5518,40.39,99,100,1.45,overcast clouds
544,Nador,MA,35.174,-2.9287,53.85,76,40,4.61,scattered clouds
545,Saldanha,ZA,-33.0117,17.9442,62.65,95,100,15.68,overcast clouds
546,Kodinsk,RU,58.6881,99.1844,-3.14,100,100,1.01,overcast clouds
547,La Palma,US,33.8464,-118.0467,63.82,70,0,4.61,clear sky
548,Alice Springs,AU,-23.7,133.8833,92.75,40,18,12.66,few clouds
549,Svetla Nad Sazavou,CZ,49.668,15.4039,20.46,91,6,0.94,clear sky
550,Yasnyy,RU,51.0333,59.8742,-11.96,100,100,4.63,overcast clouds
551,Cururupu,BR,-1.8283,-44.8683,74.26,97,100,2.84,overcast clouds
552,Baghdad,IQ,33.3406,44.4009,51.71,76,100,4.61,mist
553,Sarkand,KZ,45.41,79.9186,25.41,76,100,4.45,overcast clouds
554,Lerwick,GB,60.1545,-1.1494,48.2,89,100,21.59,light rain
555,Fertorakos,HU,47.7202,16.6504,21.45,74,6,5.61,clear sky
556,Krasnyy Luch,UA,48.1395,38.9371,15.39,82,97,16.33,overcast clouds
557,Kropotkin,RU,45.4375,40.5756,24.55,90,100,17.87,light snow
558,Thinadhoo,MV,0.5333,72.9333,81.09,71,99,8.12,overcast clouds
559,Kangalassy,RU,62.3464,129.9628,-43.67,94,99,2.19,overcast clouds
560,Hobyo,SO,5.3505,48.5268,76.03,81,11,15.82,few clouds
561,Ormara,PK,25.2088,64.6357,72.43,36,20,4.5,few clouds
562,Nandigama,IN,16.7833,80.3,74.03,69,23,5.68,few clouds
563,Arkhipo-Osipovka,RU,44.37,38.52,29.19,84,100,36.08,light snow
564,Victor Harbor,AU,-35.5667,138.6167,83.68,77,0,1.01,clear sky
565,Kenai,US,60.5544,-151.2583,32.09,87,100,8.05,overcast clouds
566,Araouane,ML,18.9048,-3.5265,70.65,13,100,9.64,overcast clouds
567,Iskateley,RU,67.6803,53.1512,0.39,96,100,12.17,overcast clouds
568,Nieves,PH,15.3274,120.9485,90.91,52,30,7.0,scattered clouds
569,Itupiranga,BR,-5.1347,-49.3267,73.72,97,96,2.17,moderate rain
570,Sibolga,ID,1.7427,98.7792,81.55,67,98,2.01,overcast clouds
571,Chateaubelair,VC,13.2833,-61.25,75.65,76,100,14.34,overcast clouds
572,Novikovo,RU,51.1537,37.8879,12.65,95,41,8.55,scattered clouds
573,Duku,NG,11.2361,4.9073,77.85,17,100,6.08,overcast clouds
574,Vao,NC,-22.6667,167.4833,78.69,68,18,12.59,few clouds
575,Auki,SB,-8.7676,160.7034,85.93,67,94,8.52,overcast clouds
576,Nouakchott,MR,18.0858,-15.9785,62.53,37,52,14.83,broken clouds
577,Salto,UY,-31.3833,-57.9667,73.87,47,0,5.99,clear sky
578,Nemuro,JP,43.3236,145.575,24.84,74,86,6.04,overcast clouds
579,Matara,LK,5.9485,80.5353,77.38,86,100,4.23,overcast clouds
580,Opuwo,NA,-18.0607,13.84,64.15,47,54,3.22,broken clouds
581,Ahwa,IN,20.75,73.6833,67.82,41,11,2.15,few clouds
582,Dulovo,BG,43.8167,27.15,26.55,83,87,15.84,overcast clouds
583,Zhifang,CN,30.35,114.3167,53.58,70,94,6.4,overcast clouds
584,Zhangye,CN,38.9342,100.4517,31.75,29,0,12.64,clear sky
585,Bom Jesus,BR,-9.0744,-44.3586,75.87,68,75,1.81,broken clouds
586,Loncoche,CL,-39.3667,-72.6333,55.47,63,1,2.37,clear sky
587,Torbay,CA,47.6666,-52.7314,28.89,95,100,14.97,snow
588,Khawhai,IN,23.3667,93.1167,58.6,33,0,0.56,clear sky
589,Taonan,CN,45.3333,122.7833,19.18,48,0,5.1,clear sky
590,Ust-Omchug,RU,61.15,149.6333,-22.31,90,89,4.9,overcast clouds
591,Methoni,GR,36.8197,21.7049,43.21,64,100,8.03,overcast clouds
592,Panacan,PH,9.2463,118.4082,82.27,74,98,6.64,light rain
593,Aqtobe,KZ,50.2797,57.2072,-7.51,77,75,2.24,broken clouds
594,Lazdijai,LT,54.2333,23.5167,27.64,96,67,10.67,broken clouds
595,Enna,IT,37.5588,14.2892,35.22,71,100,1.99,overcast clouds
596,Ambovombe,MG,-25.1667,46.0833,71.83,90,100,6.22,overcast clouds
597,Puerto Leguizamo,CO,-0.1934,-74.7819,70.86,86,39,2.46,scattered clouds
598,Turukhansk,RU,65.8167,87.9833,-4.34,96,99,4.63,overcast clouds
599,Dunedin,NZ,-45.8742,170.5036,61.81,82,100,8.99,overcast clouds
600,Sarai,RU,53.7458,41.0213,8.87,97,80,5.73,broken clouds
601,Scarborough,GB,54.2797,-0.4044,38.34,79,100,3.0,overcast clouds
602,Matay,EG,28.419,30.7792,46.87,57,91,6.82,overcast clouds
603,Mineros,BO,-17.1167,-63.2333,72.07,94,80,5.14,broken clouds
604,Povorino,RU,51.1945,42.2457,2.21,90,25,8.32,scattered clouds
605,Abha,SA,18.2164,42.5053,49.82,87,0,0.0,clear sky
606,Jardim,BR,-21.4803,-56.1381,69.6,98,72,3.71,broken clouds
607,Lima,PE,-12.0432,-77.0282,76.89,74,0,12.66,clear sky
608,Nalut,LY,30.3333,10.85,47.44,60,100,11.7,overcast clouds
609,Damghan,IR,36.1683,54.348,38.05,42,20,2.89,few clouds
610,Formosa,AR,-26.1775,-58.1781,85.98,48,91,6.91,overcast clouds
611,Moerai,PF,-22.4333,-151.3333,79.59,73,89,9.71,overcast clouds
612,Chifeng,CN,42.2683,118.9636,25.18,35,99,3.65,overcast clouds
613,Ouadda,CF,8.0777,22.4007,68.72,17,1,4.23,clear sky
614,Sorland,NO,67.667,12.6934,46.26,85,100,46.22,light rain
615,Alappuzha,IN,9.49,76.3264,76.84,76,100,4.29,overcast clouds
616,Ketchikan,US,55.3422,-131.6461,39.18,87,75,4.61,broken clouds
617,Vostok,RU,46.4856,135.8833,10.53,79,100,7.74,overcast clouds
618,Ust-Barguzin,RU,53.45,108.9833,12.38,91,97,10.36,overcast clouds
619,Creel,MX,27.75,-107.6333,40.6,50,1,7.94,clear sky
620,Dubuque,US,42.4833,-90.8668,42.62,70,75,24.16,broken clouds
621,Paris,FR,48.8534,2.3488,36.14,87,0,11.5,clear sky
622,Magadan,RU,59.5667,150.8,-7.47,70,72,5.97,broken clouds
623,Semirara,PH,12.0697,121.3986,79.66,82,20,21.12,few clouds
624,Nantucket,US,41.2835,-70.0995,39.34,74,100,23.02,overcast clouds
625,Smoky Lake,CA,54.1169,-112.4686,38.12,56,98,6.91,overcast clouds
626,Ibra,OM,22.6906,58.5334,64.85,60,42,2.15,scattered clouds
627,Jacareacanga,BR,-6.2222,-57.7528,73.17,98,100,0.76,moderate rain
628,Muros,ES,42.7762,-9.0603,43.09,76,0,7.11,clear sky
629,Hastings,GB,50.8552,0.5729,38.52,82,0,7.76,clear sky
630,Lincoln,US,40.8,-96.667,41.29,80,40,13.8,scattered clouds
631,Nicoya,CR,10.1483,-85.452,75.18,75,0,11.72,clear sky
632,Husyatyn,UA,49.0726,26.2141,21.6,84,100,11.43,overcast clouds
633,Okhotsk,RU,59.3833,143.3,-7.17,76,99,12.71,overcast clouds
634,Las Vegas,US,36.175,-115.1372,55.18,29,40,10.36,scattered clouds
635,Zhuhai,CN,22.2769,113.5678,73.18,88,40,3.44,scattered clouds
636,Aklavik,CA,68.2191,-135.0107,-30.77,97,100,2.28,overcast clouds
637,Chor,PK,25.5167,69.7667,66.79,25,4,4.59,clear sky
638,Candelaria,PH,13.9311,121.4233,81.39,63,47,8.05,scattered clouds
639,San Jose,US,37.3394,-121.895,53.31,69,20,5.75,few clouds
640,Aloleng,PH,16.1307,119.7824,84.72,63,93,7.63,overcast clouds
641,Muisne,EC,0.6,-80.0333,76.95,86,84,4.05,broken clouds
642,Sisimiut,GL,66.9395,-53.6735,-4.04,93,100,6.73,overcast clouds
643,Lastoursville,GA,-0.8143,12.7287,73.18,88,84,1.95,broken clouds
644,Amboasary,MG,-25.0333,46.3833,72.95,89,100,4.76,overcast clouds
645,Mabaruma,GY,8.2,-59.7833,70.83,98,71,2.15,broken clouds
646,Artyom,AZ,40.4723,50.333,39.34,85,41,12.71,scattered clouds
647,Sumbe,AO,-11.2061,13.8437,76.23,82,99,7.52,overcast clouds
648,Antalaha,MG,-14.9003,50.2788,73.63,90,100,4.9,light rain
649,Aanekoski,FI,62.6946,25.818,29.68,100,99,8.7,overcast clouds
650,Paithan,IN,19.4833,75.3833,69.48,28,4,4.45,clear sky
651,Pombas,CV,17.1503,-25.0201,65.98,61,8,22.32,clear sky
652,Barabai,ID,-2.5833,115.3833,81.09,78,100,1.81,overcast clouds
653,Xai-Xai,MZ,-25.0519,33.6442,74.05,91,68,6.89,light rain
654,Sobolevo,RU,54.4299,31.8996,13.95,99,88,4.63,overcast clouds
655,Banepa,NP,27.6298,85.5214,50.32,76,20,0.0,mist
656,College,US,64.8569,-147.8028,3.47,81,75,3.44,broken clouds
657,Ambilobe,MG,-13.2,49.05,71.44,94,81,2.24,broken clouds
658,Smyrna,US,33.884,-84.5144,51.66,63,75,0.0,broken clouds
659,Tomioka,JP,36.25,138.9,56.68,35,71,2.59,broken clouds
660,Great Falls,US,47.5002,-111.3008,38.41,64,0,18.41,clear sky
661,Launceston,AU,-41.45,147.1667,78.62,30,2,10.36,clear sky
662,Platteville,US,42.7342,-90.4785,42.24,75,100,20.71,overcast clouds
663,Boa Vista,BR,2.8197,-60.6733,75.18,88,75,4.61,light rain
664,Ayia Paraskevi,GR,40.4833,23.05,34.02,53,20,12.66,few clouds
665,Concordia,AR,-31.393,-58.0209,73.78,47,0,5.99,clear sky
666,Pachino,IT,36.7186,15.0907,46.11,73,100,9.69,overcast clouds
667,La Rioja,ES,42.25,-2.5,20.98,83,3,3.33,clear sky
668,Filadelfia,US,39.9523,-75.1638,39.22,69,20,12.66,few clouds
669,Chicama,PE,-7.8447,-79.1469,72.14,73,73,4.76,broken clouds
670,Horconcitos,PA,8.4682,-81.8007,66.83,88,68,8.14,broken clouds
671,Sungaipenuh,ID,-2.0833,101.3833,77.52,55,42,4.92,scattered clouds
672,Inuvik,CA,68.3499,-133.7218,-31.94,68,40,4.61,scattered clouds
673,Fortuna,US,40.5982,-124.1573,45.99,92,75,0.0,broken clouds
674,Jiwani,PK,25.05,61.7417,70.47,45,13,2.55,few clouds
675,Beringovskiy,RU,63.05,179.3167,-13.77,91,100,8.34,overcast clouds
676,Brae,GB,60.3964,-1.353,44.35,92,100,17.85,moderate rain
677,Aktanysh,RU,55.7216,54.0829,2.55,98,94,4.18,overcast clouds
678,Glendive,US,47.1053,-104.7125,31.62,80,0,10.36,clear sky
679,Karasjok,NO,69.4719,25.5112,38.7,90,100,26.19,overcast clouds
680,Alta Gracia,AR,-31.6529,-64.4283,74.32,42,22,3.56,few clouds
681,Sicamous,CA,50.8331,-118.9856,38.37,95,100,3.47,overcast clouds
682,Caconda,AO,-13.7333,15.0667,58.03,80,98,4.36,overcast clouds
683,Botucatu,BR,-22.8858,-48.445,65.05,88,63,0.65,broken clouds
684,Mingguang,CN,32.7802,117.9638,46.02,81,100,7.05,overcast clouds
685,Moron,AR,-34.6534,-58.6198,79.99,75,56,10.2,broken clouds
686,Belyy Yar,RU,53.6039,91.3903,-7.71,92,100,4.47,mist
687,Araguaina,BR,-7.1911,-48.2072,73.27,90,82,2.33,broken clouds
688,Svetlogorsk,BY,52.6333,29.7333,24.26,98,96,3.76,overcast clouds
689,Richards Bay,ZA,-28.783,32.0377,71.42,94,2,3.31,clear sky
